Entry	Label
R61f2caf529c2ff1b6729c5ba9688028bb5730e1486165100679cf9dc00a5ea07	rule0002_rule0003
R3bc2a3f968e31bf1b0fdbec2216e0e184d9f38205c5c744c12959ca4d1d5b2a4	rule0002_rule0003
R8370b405997775c3be8cfc2350e5bd4b35136901f65f0c1c67614bed4c6ffd23	rule0002_rule0003
R345c50c7bf77105a2e83f0e8e3c29ad620188bc519251e3d72c24584cb0c6049	rule0066_rule0067
R9f6de89bf8f70286d22344dd55cddc0868e8f908e9ab8d41478b11da9f355af1	rule0036_rule0037
R7c022d7628434dcef41d8085a1bb9e4b644d493bfe1c37d8074005b291e621b4	rule0122_rule0123
R2b5399329cede9e7a17af85c6e0447ab1134787f370fd4640365b95737ce1886	rule0041_rule0042
R8de2fd1401cead071bfac39d144da83f728d187fc7e76a31aed9a5396c05ce0c	rule0041_rule0042
Rd5f0e2d8ecdcf9655dc151c692331541d479d395be8a47464c51fe6c8440d2fe	rule0041_rule0042
R8e3081347631e355a4d248fd64cc5dc4629324b297b89893af7295227e293097	rule0041_rule0042
R2ceab66dbd58f3de3b223b04546c6a95a1bf74eb41029a04baa3b7efddb31f95	rule0041_rule0042
Ra7855bab999ea82df9ad36221492e3b376352fda13deed36aed24109d15adf96	rule0041_rule0042
R32946637721bb14c98f5e2713d7adff25c82dc5caf05ce705adcfad4f3275c71	rule0041_rule0042
Rd2655133ef2133a208e1f9e24d10b752248ada620e9ecb1a9ee79032060b6e4c	rule0041_rule0042
R00e6ea0399fd5d55499d3901035f0d73527a21da0bf3c3f53325a7c95380f5af	rule0041_rule0042
R5e736f02a1a73c5e40dc0ca6191d745e35fa257885e8aa56df0dad3337e5c083	rule0041_rule0042
Ra15b1bc8c01f5dd33a67e18884529414bb7f023c548445c534a20ee691a7cd4a	rule0041_rule0042
R732e610899ea5ea63eef612da57163bc71c42cf269206bcdae30d24075787f23	rule0041_rule0042
Rb69cb203dbc726e15c8f6928a7e65d8d8bac7ebd412883f55f5aaecf1ee1349d	rule0041_rule0042
R97f8a7f1dc3903e5520e3454c6a78ff8a2dde261c8318a8b3bad8aeab5633d74	rule0041_rule0042
R78a8f347188877e820d8ca2fd78201740e7ef408eb7ab13158a1a216ea0db6f6	rule0616_rule0617
Re9135b6a5b820fb6c3b10b73722d6f949ec49576302d35caed4c37ef8ab02f72	rule0012_rule0013
Rb646411c28250a492ebfe4fff0b954b15ea9eec74120c169d7d1ca2521d5e3cf	rule0012_rule0013
Ra48becdfbf144ac3fc05b3137bca93adae1b703810d8506f5655126a2e2ae327	rule0012_rule0013
R9ac8fc20252902493c01912a2a1712d97ae040a377f52d61db3beb379a0a17d4	rule0012_rule0013
R4d4afc45df7befbe9a7881b7d7e254c3017e48195a23799cd209a7374fc30ce3	rule0568_rule0569
Rb67cfff2459a9048a4e0af15e77de720890a6c9ae1fd62c32a13f7f15076400d	rule0002_rule0003
R87284cf0a8f8ce1e0cd1a10cb848b8cda4e902c48c393ea4100636bbb7f64f75	rule0002_rule0003
R65e96e8d398908b15c6ed5fea7e3e92892ca8c172510126bf14207d53d86876c	rule0002_rule0003
R65e068b775e2f223cbd0f6e47a97ea5c1c9811b5611eabe888137bc596f188fb	rule0579_rule0580
Rf1714966d1ea0ffd3d8fabe0fc7d19174bf1da553a557ff83e0a6f9494bbf2e0	rule0049_rule0050
R350a8ce077bc44d2644a137a7d3808773ec6a4c3d7f6e95c650a040ede07e14f	rule0010_rule0011
R18e2d5ec7d26130c5f9089168cdb3975f78976db3858a0e65fffd0522f7f2c40	rule0010_rule0011
R11c638514d7565ddc682a21604624c8b7fa3a611e6492765bbee50379b041779	rule0010_rule0011
R5e65f36ad4c0da79474a3e5c2926e248c6f4d0c1e2dcc27970cad0d333155bd7	rule0010_rule0011
Rd9d899330b6ad099560269adcccb6aa9c796e15aeb7ab122de3b9ee75729008e	rule0010_rule0011
R61703a6d9ebe3715a43c280bcd6a290a23db6c969d7fa4c867aef8f66cdd90c7	rule0010_rule0011
R084689d0901bc10551403921f40cbfcac702fd6750ccd39c9f9732c72f18f912	rule0010_rule0011
R8a51ce494eecd5d1c0529abeebd8b6a29c0ad698a955d5d9bf70579a2c61c860	rule0010_rule0011
Rea4fb3643417d97c2d5e4a1cd8589f698dc94af9032d514d28e4166f2050eb30	rule0010_rule0011
R2525fa1af3167063b1454f44db003258a87706e4fa9491887a39d2ab009c9a59	rule0010_rule0011
Rb15a0f3d08b7df2f2d6cc60633272c459da1e3cd22f7e560c1e48e46f3ff6292	rule0010_rule0011
R77a9fa2ac2af112a5b1c9ceb5549d2c2f61c8a38b547ad6b21ba6a8da495433d	rule0010_rule0011
R11c63fea413288961065098c3cf29edda9f43adfbb4de462d2cb269ee3f58603	rule0010_rule0011
R94af5d12446a1f74a02ce6d7a444c2fed110ba62cafcbc506ae53a3a8658a5a8	rule0010_rule0011
R5c280bfe6e196b0d3f3021f5fdcfa8a6cdff86b9be90cdb77ce094c9899a5043	rule0010_rule0011
R0d2844bc3c99b24fd240ca2d09875665fb012bcf12c588a7a9a11131f2ed17a4	rule0410_rule0411
Rc6a8bb28035e5fdc73319587b493459c7297ec3fcfc8b02bfa452a1cfc8881bc	rule0088_rule0093
R0687cfb12542becb9e37187dc74512581c8d1e9e77979c309b5dcbd62865d497	rule0185_rule0198
Re664c05babca84ecde80f93909232100635f683d96a6346eee64d1a173616b0f	rule0217_rule0218
R31b24bb3507c6da2c9255fd07697c259bd7f68df09fc2becf956fe8a6ed072a3	rule0008_rule0009
Ra59c19724fcbf18469c5ba17d027fb64d1c48170855b1c417f835261a2b480b0	rule0008_rule0009
R96ae263e12a934f7f59aa163546e508641ad22e51f26d163803f1cc6239d231b	rule0336_rule0337
R91993078e06ebe966cb84afa6b4db91ce57a0cb88bdb42cf6ba8b63f60c34459	rule0010_rule0011
R4bef77efc9334477104bea19850f54c28c793b43cd5139ce04550b8935361a35	rule0934_rule0935
R37c282edd773064c77be297a87e598da480347835dc6957afda508df5416955c	rule0008_rule0009
R295c60b8491262917fc23167089c0e2b4332222b2507550e5f4f13d2c288f409	rule0864_rule0865
R5d634bbe85b403b4fdabf4685aa38858ef92e35c7903d0aeb0391e6054343e8f	rule0864_rule0865
R5d3f196993c89fe89cac1bfe886689378427762d93ec9c43e4ed63987abc45c7	rule1044_rule1045
Rd8bb1472719cd8fcebf05cdc3fa22b90300f6336fa318c2e51177829d3148312	rule1044_rule1045
Rf89d003f58a805c457330c77fea9fdc4a2e2ed42d0fad98de2cd6c36eb9a6b9a	rule0107_rule0108
R874523be18f4c545dbf17cd74c23d1d6426b08a08109d5bdffd49fc6ce2ef47b	rule0012_rule0013
R9038dd56c2d155aa4178502288f4e57c567aab2e75fc43d3b05d4fe80900aef7	rule0012_rule0013
Red18ece066cd00190bb23a5cc315a98b3143684a9bfa84f6d0a8cc01c491facd	rule0055_rule0056
Ra1b5b81594ed71db9da829e44564125338c2a1053a3a13effaf460f74532b475	rule0012_rule0013
Rf4b0781d1d3cf074a03c6b8f7459b8be8b48cf0b04b45f14d6b02862dfb6cc51	rule0012_rule0013
Rb9516b1ad100e3dfbd0f1008f88378197ef47745ca310232bac574b2e6d7ec2f	rule0012_rule0013
Raf6d2fbff8a29a51ace55bd6069de4d985b4e2a65542bac6d7c485857c5cfcae	rule0001_rule0001
R51df8e587410c2465951a5f92e940c5076a8106ce984a720711e8e519ac15a4a	rule0006_rule0007
R7abb7191024e49ff95799c7019b07bbabf5318bf5a3be787b3a785b234d7b52f	rule0038_rule0039
Rc613701f4f6c36cefc1cac8f89dc147cc5960b9155b3d4b95ceaa535e008170e	rule0038_rule0039
R60c2b5095b3daa07fa5e3b8925163e127302c78391060db4d624bf9407902135	rule0038_rule0039
R5de4eed530bd2c7c857685fc5a475fb9bfac774002498c48985d6d457b09eb3d	rule0038_rule0039
R755c95b22c5c1eb2b437d6e7a8467509793b7b0c8ea6c0c465c3ccd6b7583816	rule0038_rule0039
Rb04de374270ade01dfbac6ace0fcdfdd236108ad286e3544b1796a2780e10e9f	rule0038_rule0039
R9c1a795c357578a0929715290892c651f0741b8901d1f1379543eaf81cca0ce0	rule0038_rule0039
R2db52aea0dea01c9297f9faace7c83b0ce2cdc52ffc837d63ed7b1210811c250	rule0001_rule0001
Rfb9f95a9eac390d382b43ef1bcac2c8c069eb035b6a2c830fa58e8886d154423	rule0001_rule0001
R5565373751cfacfd15fe4b4d614c5ea7e4936aeedc263bb008723250536cc2f4	rule0001_rule0001
R480929c832a2b43be4ac28975486e65eb0c31de1f987208c5e1d4884e9c9f539	rule0047_rule0048
R286f992a15fb1c682dd839f21c1d9fcc60eddc435cd5420622bbf19d553746b0	rule0047_rule0048
Re6eec671660297fc87d50f1c245e79c295d95bdce2873ff801499ae59249f995	rule0047_rule0048
Rfac73b43912aeab5bd30da28d11f4fbc6555eed22aded5b5e5471fe9114a6205	rule0047_rule0048
R16c5f9b1a4ba4f0383b98c9614b80e06ed6b18651d757a01ffaf11bfab083539	rule0047_rule0048
R4141f830adbd672828550eae99d9ac1f292f0b676a499cf6cef4834592ce4377	rule0047_rule0048
R0611912dcab4d2a620fc98dac04e3674d5aa2110722aab784096e7e84ef393eb	rule0790_rule0791
Rd339b40292a724a2f226b24d090013aa8cc6239ae2e44f3a6532763c82eda460	rule0044_rule0045
Rd539cc14e7465d4bf4560d1ef481f2218425fb82b6574eb22b87b32bd8bcd911	rule0012_rule0013
R4d239e8661e100f64d9746f6ee1f4c4a85b24d0f8bb23649f46ccfac5bd1a930	rule0055_rule0056
R69a65c09fa916db7f19a46c60d15ea00dbb1d4d2c46b359be16e76fc74bfa22b	rule0012_rule0013
R12a75a3ac34d82930968823421f31a9ac6355415fdba8042acd5d3aee3cba3f1	rule0055_rule0056
R507a5aa370885a64983dfd1e25a92357644bce137a0447bbdeb7d4746486f253	rule0055_rule0056
Redf206464b71902c7e374f8bb780f142f40897e6001ec0fdf5d4977cde9c7f6b	rule0012_rule0013
Re8e527ea5232966e2216b973fee6940e4fe572b8073cfe4efa381d92dfda28a5	rule0055_rule0056
R4a43c54338ba0db2d0cec0ed64ad8ae9595bb74994e0ff5da8b8debdf93bd459	rule0055_rule0056
R768d213e016842502c211ea3a7948a5b6af83958d71d7e350eb1f0919d4911c3	rule0055_rule0056
Ra97ffa353beaca3d0d823b1932ced0f95477da07f374474173fb8031009d036a	rule0055_rule0056
Ra0caedfaf093def3949d73968ad133c0f806d547efba8f9c766876764e36a54d	rule0055_rule0056
Re7f9659a90402d8571dfbed816a748e0a4435c08f840e118a8ad20f835fdded3	rule0055_rule0056
R278952d7a34b5fcdd2e425fa46a039b9e8c201600c4ba0bd83cf00e4daa5706b	rule0055_rule0056
R185af28c05b3f8eeb0b039b355d6893314f437d444ca944db935d860746eae94	rule0055_rule0056
Rfef0a712dc2ace346e755fa4135e86430c1d7f86cca0a4db813a5ce90a07da23	rule0006_rule0007
R9e4e3762ea71b58ede5d055d9de4559bb73f12f596e419dea157b5dcbbdd4ada	rule0055_rule0056
R84cb28caa4d425186242b9aac47a45a2301f2eee424376df8cb581fde9bb32d2	rule0012_rule0013
R0eb3038896b403dd24fc102cd830de700394425e73b88764be0d803a8e114ec3	rule0012_rule0013
R022e707d48075502cace7430e8b165e1066653fee98987d09704952ec3f8f410	rule0012_rule0013
R937a75d21c8637078a89c16a5c8c06c856628ebb654c009e519e697782524b51	rule0012_rule0013
R80267ad95e27052a6da8e4a47367bd523288131df96f6277d550349ca6c6fca4	rule0012_rule0013
R785c9c4796a78a7fc749f7e7fa3ca1fe7f04ea35bf2205ff74dcccc3534e8070	rule0012_rule0013
R4885320973df661c2d192ae4ca22acb066f7928fe26ee76412f2bca25d8624fc	rule0012_rule0013
R586868877ef94c6f100f7f12f3d7ada39a1c959ca22dc35ece2d82f7e99c3d2c	rule0012_rule0013
Rbd6c97054d301819a1cc25c204892f10ae4847cd49be4cf9a297474a6344daf9	rule0012_rule0013
Re88d63f94077d50b24b0c7d5b6d65a05ac468b2798692fede64a85c4f5c8276d	rule0012_rule0013
R5e5f26c4586cfd0fdd6ac15aad26f765ced4c73873eb01b58d7021f18197e8a9	rule0012_rule0013
R90450449d24e8d1570a39678185fbd494770a43d6d1e667c75f76d6bea4f9f7c	rule0001_rule0001
Ra3e64b3beb0c4db0fe3230bfc69cf7dc44d326568f4b582e7b68d606ebc3fb06	rule0001_rule0001
Rfb4b5810a2f190f855194ebb9622e8e95c4a39aa5e55be6806468d1820640b13	rule0006_rule0007
R3eff6cddafb8980d362c05d63aa7eb3272797b6d2214d634893d8d1b72cb6356	rule0006_rule0007
R9ea62289f1089c09f0681fa1ae78e00d5a841e4d71414c9e58d37f312811110f	rule0006_rule0007
R7ba5c18c4b27d03b621e87cd2f4bce68e0820ceb179db3f3a3f6c4047320ed47	rule0006_rule0007
Rdd2e3700006963e74e38bcea32d7eb78fdd939916dcd70731f0aaa3a26544566	rule0014_rule0015
Rda560b086b1833b615069405dc3f84f6ea623e61deb212b75c3bb6147f656a9a	rule0014_rule0015
R46948f39bf84ae7c861ccb1911dc98cc01239d140881977a349d1a4d5f818520	rule0014_rule0015
Rda8df0a4c028a30086f8208367988b121da3661535926ec53114e7c057e345c6	rule0001_rule0001
R375463e839910d420d69eedaf0ca5c3f5614f193b5a98739ca5e16d790fc7981	rule0164_rule0165
R32353c433a64984e6a0776ed0006b6040f7fe26480140f55583c89d5b53b6c23	rule0119_rule0135
R553963ab86dd2c0828f35dab274bc125cd279fe2980077ca6f5d8d11852dc567	rule0778_rule0779
Rd943e2c5c1301f0e2b4df3402dc61000176436a4d1d77b068fbb9b640ad47624	rule0023_rule0024
Re170b66aa5a86ed5c48205b5f8dc698bb97fb286bf2d62e47219ff4b1dd73aa7	rule0002_rule0003
Rafd59da62328bed1aeeaec3b29da443fd92cd12f4992a00824f0c1083257b380	rule0002_rule0003
R4f2798e986e0bdbc7463177dc27e8a020de0e8de917f10ac15b884c110059da0	rule0002_rule0003
Rf67b6095be474fb5bf3c944db12693e409758520349ddf8f3e5aa7dc4e96aba0	rule0002_rule0003
R3f5f31d5250e639388616d2f9e0ec1f59c2a15411df413e2091842cb33be0dcf	rule0002_rule0003
Rdfe50e6e1c0b3486a903cafc09d3afff5a2c094f989a647ab190186be9835e25	rule0002_rule0003
Raddd40bfec3d55fb49bbc76b3aed47b80f9accf0fd75a419da48c801572e39aa	rule0002_rule0003
R92fdf457fa9b6855fe005ea10f00140deffd9161ffe8811eb2f6545406fb25f6	rule0002_rule0003
R6b332c9c34549583b2ada7a05435b5950983c1e23aa16390cd191831af988b0b	rule0002_rule0003
R14baef5e4ed0901f318425aa8a6084634c81d279541fe5d76d08e404fb6d6940	rule0002_rule0003
R17e25ee7c661962bfb14884fa9451bfa9aeabe58573b2dea584d24663ff55ce9	rule0002_rule0003
R1659c0dfa88e65400692e9476ff1918818ceb4c77875a3989195fd02eda836de	rule0002_rule0003
R6f9b34a03a67d97f0884a0ae9c63fca76af4eb27e32c69a6ad2307168742e0c4	rule0002_rule0003
R3eba7b7b4b361c3a7ba0cfbfcfebc853bae6bc59074d09aa1e74569ab4ada3a8	rule0002_rule0003
Rf43d33b25a1ac9b61843671a1b515014ab22bf7ad5c1c2d5091de3c7f105f34d	rule0217_rule0218
Rf03e488f5e743413f88260544a55923dfa3193d2c4ed0c77ed7d7fabddf96d40	rule0217_rule0218
R4e90278e87af8d1e65036e615f9902eec6593e70ab4f025f5574a17ef94b7d9b	rule0217_rule0218
R1492a0135533d17d1d8a5d0edf4826e46ffa00869136b87639fa6bdfd6d08d18	rule0131_rule0132
R2afd599feb69ada36b7f622a613d4b06902ee303c2a5bdb74fd10e2627cd875e	rule0006_rule0007
Re584ec8663126372362a9299304aa7a57ff4ee1201dfb5e7a1cfba3eb434981e	rule0006_rule0007
R508232f9d7a00d4f916e39cf0088bdb4c52f018372fcb9a651daff9a7b093867	rule0006_rule0007
Rf2149f2e9ef53494993495419b44fde5b6b6aa3559e81cfed625f93161b8d4ec	rule0810_rule0811
R4da5f78f81de117e2e88b7242ad11d9e93aa2fecad7a9b621400ef813efe344c	rule0443_rule0444
R160ee92ec236a0156dced5f4da596db0de6db400cfc77fb3a4ad92a560785ed9	rule0002_rule0003
R72d515df1ba51f0b5be3a5267096a4d6faf37d5f60b66f55a7dc87363d459b88	rule0032_rule0035
R752b9ab33d59ab037e40bd936189b26fe21f2937458828e582506abdc45e6a95	rule0032_rule0035
Rd613c98eecbb14747c3a7cf83b233c86b7b1baab888291c054cd701f96b1fc01	rule0032_rule0035
Rfde3796cb9e2e45e1d3249bbe1ffce8f9dc1d0ecd7a7742519d92847ed3576bb	rule0032_rule0035
Rff1907b51ae36dde2402924ba216ddce5e8ac6d5ab0836fe8452ae65a25aac38	rule0032_rule0035
Rcf9ab431385795f79ecb69fdfedee356fea712f566f8b3b0323bad71c6579d14	rule0267_rule0268
R7f8a3017256ab9bb265862e0fa209ee4906595ebda5ff787901ca9dcb94c14c2	rule0012_rule0013
R76adf1a245776e500eac19abf67ee1c980193f81929e970bec69c1a64d79a8b9	rule0010_rule0011
R75bca2a099d158b6c7bc1ea466685225dacfce186ac9b23e99a196e4e0597dc8	rule0472_rule0473
Rab1532f3ea40c559e873802991dd280d5c0bb8b434e66c6e942edeb086b2c7ae	rule0194_rule0195
Ra40e6014846acd0b6f17ae026f0cfd57783d8a3697eb84b978a4b7b01d7d78af	rule0049_rule0050
R46b0eef723287797ab4caf26625b5c0b2691c76875a7dadfdbde60d9cd4379e8	rule0038_rule0039
Rb254d7cee89e72ae683a41696d493f59353bf2865b97d7eb23029e3d1d73e566	rule0038_rule0039
Re76ffa76e338f35b64b656f794574c2d30a2986cbdea4539b80bbee38c566c7b	rule0038_rule0039
R01245b0a46abe10f0f6d718aacec8ff44cea8085ebb150fe55218e89c030ab77	rule0038_rule0039
R75de4945e18293ad0c6a855152d9856244813bac2bbc39a78db846c6184a7d93	rule0038_rule0039
R7b455f7399f16901c39606492248e04df15d5ff8412780e4e0bb4c629a55faa7	rule0038_rule0039
R181eac0c57cbbdf3094567e701d26aad6d8659d6a4f5fd737d79a672378d81a7	rule0038_rule0039
Rc7013511ee138db14bdc9323641567049eff73c56e60213739f91a1786cd5dc0	rule0038_rule0039
Ra0fd192fd0dfa7f1dbfabb12f1c30a7f8b94f93f2bc9b780c02f4189d6c5fbb8	rule0038_rule0039
R5e7da70b29d6048f3b8cc1788a532a3cd6179712d56420a6ad9bf8d58de9859b	rule0038_rule0039
Recdb154b4f85803853b6a5cc38cdd007b401eea76def32ef5ac00bcb6069d307	rule0038_rule0039
Rc930c20da668ccacceca4b8c774594dd355bc5b328e3a19d486402aa0ae22a78	rule0038_rule0039
R301faa9cd572b29861ea133b2106e498ea9880ec2ac525a11f9bb504f76aecb9	rule0038_rule0039
R3fa6774e1c5e7b417703cc8ec2adf363490a28389078c9087cce0efe6d034364	rule0038_rule0039
R6918d913244533d25a9624a2c45a960618ea8ac27fd6f285d8881464b975c134	rule0038_rule0039
R8fd8b3b6bcb122282abf7caa33e41830317e6fc300f4c6462d8d7fd0467b6550	rule0038_rule0039
R1a462a05e8cb64679a2c3197e10b6ba169847fd7d929a36f40b15bd14829631a	rule0124_rule0125
R63c6f5ce209ebf3decd55ccf889c7d7f4e1470438ac9286f8056c235c601ca8f	rule0019_rule0020
R5606b94fb4a6c01b09b6d086ba3e82332102f6377c60049960eabbf3210468a2	rule0079_rule0079
Rb7d2fead3012d29db033b7317186915943331d3c2491ff63df2061e6821969ac	rule0079_rule0079
R8ab8f4dbae30a73479f22ad95c48d656ad3a14741da5a1a62dc95868223b89ae	rule0215_rule0216
Re419e57b21239d1d585d1a89a54b66c5db7ab6187af57cfb7728a50a2ff0b8ad	rule0012_rule0013
R4b57d29d45a7ca20520d405e4a0b9d0cd08fa2cca81f06fedafb7485c16e12f4	rule0012_rule0013
R528dd597163adc5a832a5c85ee93ae547a3dd67af7e0b25a14341efb55ebd544	rule0012_rule0013
Rb504f2204d8b1d46db0950f4e10728824c65f356f50466d7305808b6a65e0b45	rule0012_rule0013
Rcdac076e355c5ff0e0352b3c30e7f1e71191853bfda598a6ac53319ed385de9b	rule0012_rule0013
R63bcf29a64228e835f0d1d0a81ba87446c2d1f74fb8aae2fd459dbae3a17036b	rule0014_rule0015
Rc71448069ea230d34d4f75e2c4f188e54f995b2f78ce23a4b79ad8ca281166a7	rule0006_rule0007
R8e3624f27d991e397496984200873b2ef865124fc000e2ca779832f3ac34452e	rule0006_rule0007
Rf89fa5da673ffa648e58126b8e2b9bd155f6286a479dcc7bb3eba0436021187a	rule0030_rule0031
R04810306241a938429aafa3c45d311a2a6b6afa6ca9904f3317437ac631a42e5	rule0115_rule0116
R7a47face0473e764af3a787e88d4748caced3c3634c3027760518c3e8b5855d8	rule0115_rule0116
Rf8b5e1137bb433fc474274dbf08fabad548f407deedd3d31229799c2c8c5a62f	rule0115_rule0116
Rdb669cb72536c55db128937e82d228a76ecc199b1318180871cceaf172eee034	rule0115_rule0116
Rf047cae2d65a0a97b9d262e4b7468360eed66a910383e0d9ae290ace5fe80359	rule0115_rule0116
Rce3dd0590d7efa6b179d4d80441a71eb6dcfc833f490313abb199e9bd564e261	rule0565_rule0566
R7e1567bbfcdf6748d75276834ee51f0ab4fa4b7f3a32f62ef2fd3472858b7ae2	rule0049_rule0050
Ra121b5e8c4c171797569d1443ba6027c35baac2dd21bda43e8489d49b8c45ef7	rule0158_rule0159
R2f08e8cd25a13417918d777add29c731b382cc044c3db396b716916627c984a2	rule0158_rule0159
Rf4454a7f82eba5283fb08b26527a2abe016e51442390922ddde7a49e3068d24b	rule0014_rule0015
R20f5055b6c9f8f528756071e6dd4bff4b98d181a8cb3a308eaa29a89ff00c42b	rule0014_rule0015
R245d80167ccd36b311723057a721e85089c54fd4f3b07fd53d0b7f275e9b6fbf	rule0014_rule0015
R7bad3469f0b5918b7ec552a657d521c4992d4ade203214f601b1451cee989bcb	rule0014_rule0015
Rce9ec7f75fa9b7998532b45841af7e306c524467ba76fc6d7971d656090a0aad	rule0014_rule0015
R6c3548a7004d51932299f7437024afabd3573e113b2ef91f7ac05c3d2e070e8e	rule0014_rule0015
R812becf9496d35b757c4756dd79d8218f6e2226c850268329b77a355bc77c1a9	rule0014_rule0015
Rd97ac432714ba31393e8de5eb8be064bf8f9aa0a592379e0d13dd7e42aef8354	rule0016_rule0017
R535d8c821750a2e0f974d9143db80e75c449dce8d2b70ebb74a1a37ff25f4301	rule0016_rule0017
R2f7ced868bd900557ad042c82d3bd174f26bf99c1a1297e913a8e7c5ee268f11	rule0016_rule0017
Rff35d34d4c7bea50a38efbdff2741cd435b87452094c2c5b20b9270008a637a6	rule0016_rule0017
R54d8e23f8f4ea2620250567bcb387be163bffb147c649f78deeb45031c1f0a20	rule0016_rule0017
R69108aa2ad38329c0b7d9c7fb2fd7f08e55773cdf21386b9fce41535255afb37	rule0016_rule0017
Rfdb20b0a264e50b66d1d2a09c80a8df9685f183a1c479fc63bcb6298206dd4d7	rule0016_rule0017
Rfe6060fc66e8195177bd8d449816c124318694d8c27603ac9784b65e1e614bd5	rule0016_rule0017
Ra127e099419d6262c9c1ca763436f660604cf7486faee14bd3d7b267bb10ecf7	rule0016_rule0017
Rf18d173c8bc7e67f3cba83d68057958ff66df3c234137783f6a56a89d56d4c14	rule0016_rule0017
Rb6d45e95ab168f271658db4164daabeaf703111776f799582afd6e78ee5bcb26	rule0016_rule0017
R95d9a63012e67d1168e7027fd891379adcea1e0043ed324513a42b94ae830130	rule0002_rule0003
Reccff670911db5a2b6370c89dccc80d1f8d20e7e72b51ed6d288ac2953dd75a9	rule0002_rule0003
R54d873434bbe8a99355f7d67bcd5baf38a1dfdca032e4d5cfafb606dd6fa949f	rule0002_rule0003
Rcba63442832835e12f1282ae9dd41fcff09b10ed46fc37300fe6caaebf377bc8	rule0002_rule0003
Rd962620e73da3e601ac8ab0dece36062c585fa038c053af7ada2cef49d2187dd	rule0002_rule0003
Rf0644603677ce30640137c9a174474c97a1416204b710f6f59c177b5e9937c71	rule0002_rule0003
Ra63fbbaaf119319d8b71a79fefe39a99538cb5423e390ea52ecfbc7aea5f682c	rule0002_rule0003
Rfac89ca3fcd61d0b5255b18564e0992407ae9921e41e05b94fa833c6fd77bb6b	rule0002_rule0003
R8aa80f2754dbe3aee7fc6c98efd52f1255c63b0b36a75e084ae74da3dc208492	rule0002_rule0003
R76115e298a7c6a36116e62cce5d4309f110b550f1ac247778ae345fffe7c3029	rule0002_rule0003
R65eaaa3f11cd16bbf8990a62d7dc9930a5badb46ae041b7d2d5618dcea251bc6	rule0002_rule0003
R7fd64a267e142dd49902259ff3a1f775a40c0c57193a125567403df607940049	rule0002_rule0003
R3a6fe0c13bc291ba2341ba7dda197a3d952505022d4d6f8dcfa43b1a31514ec2	rule0002_rule0003
R998b014150d3c1904e26ac132009325ee55e9c5b79bfe9b67c108ceb867da029	rule0021_rule0022
R59ab94634e6c4813c159aad53ea4e9464a698bedd7cd3a465331eea01989efb8	rule0100_rule0101
Rce300438dba71f03f2339bad8339d00bfb50c1efceea8775e404fa0d9baa6192	rule0029_rule0029
R50536ba9ba24e0b5b888c1417c9eb353ec7393e887fad54b439d7cff630f463f	rule0029_rule0029
R622ec2c1cc064d5d81b9fe8dd66a8abc5e331d84026b46339883f5ab09b7dfb8	rule0029_rule0029
Rf9c89a2c56686ba7f5b3e0069324ef4cc80cf700ccb1848628cab2532d3e7ded	rule0029_rule0029
R66e9cbc128c1bf6bbbd88863665854f9f4bf7383312964776f97e8476386b0f4	rule0029_rule0029
R146fc8f2b5c1cce3f9413e17284ad56ed3a5a0bec5631190e9c72f43f3c9f1be	rule0029_rule0029
R9aa37693949459fa677724c839a6908cda8e114189b5c286481f420637842009	rule0029_rule0029
R7478f45ac4a767eda388758e5157c00a2fd060cbb86a6c1bd56bffaa9c3b0f74	rule0029_rule0029
Rabf1dd6dd3ca97c88a705dd3ca54b3af610f775c151b66d601a12e93465ec26a	rule0029_rule0029
R9ea27eae5184c550a5be90ce53397b0553e7ff3febf72363ff40e4eed6512eeb	rule0018_rule0027
R4530cbaaa765903a3cd6148329fb3b097eaccfe89ba377d3f91ca8b8869e8b6c	rule0018_rule0027
R27d0457409b2266a191beb2da24e906fb04c37bf44c062e8ff2481e22ada5b96	rule1017_rule1018
R28b7000a5f389cfe06631407cd553147d9b68452847d26e85370dd322ac17a7f	rule0307_rule0308
Ra8231c0bd811c4b9f26f641c757173dd0f5e9c00664ca81ff3436ec79009a9da	rule0451_rule0452
R1e64b6d1195684126166548490e90014b6117e8deff6d73781e62bacd39a369f	rule0014_rule0015
R39adfa87241d13a4baf9e11f2a8b6257d73df4d6f4e37d63f9b6cda0d926f486	rule0014_rule0015
R482c2422c6ab164c7d48db9f0e4c15cbc8fb0ccc3d3505aac14366d317fa1cf5	rule0029_rule0029
Rc998b31e1c20740b333aecae096a3f8d27094cececb0bb0288cb9cd1251c8d43	rule0016_rule0017
R2193e8b889d015ce40da45309d0e812b274f9225034fb5ec35f117792a1d494f	rule0196_rule0197
Ra790151aa0f507bd4d5551b66c22a70853558b0dfca693eb528f6a3821b24591	rule0196_rule0197
Rb36fab1b99718a04a5c72f92b953eb56b1ab54401ffe62501db69e5ff825dc36	rule0124_rule0125
Rab97b41587c42e46f279917d8b75b6ab295b09c20124cf9c87d639741223600e	rule0030_rule0031
Raea8907a3a2527dad0299a6aef6770fb8f15a6a9aa6e1b4e6fa206139a236747	rule0002_rule0003
R0183f4ba822ddaa3f254153fcdaee409793d5dcd68f6f6739f94fd1314d0d0e2	rule0002_rule0003
R1e1f8d629af66e82a2568a0d4c7bb761a58ae8662a0e3148f76c49db13db1728	rule0029_rule0029
